Id,DetectedCamera,AngleOfSign,SignAspectRatio,SignWidth,SignHeight,SignFacing (Target)
2c9180ac593dcaee01593e35d0a705f6,Front,28,1.05,249,238,Front
2c9180ac593dcaee01593e4d067a0789,Rear,212,1,37,37,Rear
2c9180a758e911f101593e516a9f33f9,Front,30,1.01,92,91,Front
2c9180a758e911f101593e516a9f33ee,Right,71,0.57,95,167,Front
2c918086593dca3101593e4a682e079c,Front,8,0.99,72,73,Front
2c9180ac593dcaee01593e4e27aa07a3,Right,77,0.56,70,124,Front
2c9180ac593dcaee01593e4e27aa07ac,Right,70,0.72,81,113,Front
2c918095593dd23601593e109c0f038e,Right,65,0.65,108,167,Front
2c918086593dca3101593e81d6340c1d,Front,32,0.98,117,119,Front
2c918095593dd23601593e86aa950cbf,Left,248,0.6,56,94,Rear
2c918086593dca3101593e81d6340c14,Left,284,0.63,32,51,Front
2c9180a758e911f101593e83d41338bb,Right,63,0.72,102,142,Front
2c9180a758e911f101593e34efdd324a,Front,25,0.96,55,57,Front
2c9180a758e911f101593e34efdd324d,Right,65,0.71,61,86,Front
2c9180a758e911f101593e0df6e62fde,Right,75,0.52,42,81,Front
2c918095593dd23601595dec244937c9,Rear,221,1.18,58,49,Rear
2c918095593dd23601593e62f65c09aa,Front,25,0.96,92,96,Front
2c9180ac593dcaee01593e5aa45508a0,Right,52,1.14,133,117,Front
2c9180ac593dcaee01593f384a4f1acb,Rear,216,1.26,103,82,Rear
2c9180a758e911f101593e4e54d433bc,Front,19,1,74,74,Front
2c9180a758e911f101593e4e54d433bd,Rear,212,0.9,61,68,Rear
2c9180a758e911f101593eebb20240f1,Front,13,1.03,65,63,Front
2c9180a758e911f101593f3971f14762,Rear,209,1.04,85,82,Rear
2c9180a758e911f101593f3971f14761,Front,39,1,178,178,Front
2c9180ac593dcaee01593f3eae721b2a,Right,50,1.13,207,184,Front
2c9180ac593dcaee01593f38a1bc1ad1,Rear,211,0.77,86,111,Rear
2c918086593dca3101593f2670ac1a95,Front,21,1.17,96,82,Front
2c9180a758e911f101593e536fbc3438,Front,20,1,78,78,Front
2c9180a758e911f101593f0e7cd943d2,Front,26,1.35,158,117,Front
2c9180a758e911f101593f0e7cd943dc,Front,32,1.05,126,120,Front
2c9180ac593dcaee01593f28182119e0,Front,47,1.1,161,146,Front
2c918095593dd23601593e01df1802d9,Front,18,1.01,70,69,Front
2c9180ac593dcaee01593e4c3d720775,Right,65,0.83,92,111,Front
2c918095593dd23601593e62c0370996,Front,39,0.98,95,97,Front
2c9180a758e911f101593e46c4f8332c,Rear,213,1.06,91,86,Rear
2c9180a758e911f101593e3650323284,Right,67,0.59,83,141,Front
2c918095593dd23601593e24820d0562,Rear,227,1.3,56,43,Rear
2c9180a758e911f101593e281a303170,Front,330,1.08,95,88,Front
2c9180a758e911f101593e281a2f316b,Right,90,0.69,40,58,Front
2c918095593dd23601593e5284050897,Front,23,0.96,50,52,Front
2c918095593dd23601593e5231e90876,Rear,217,1.16,43,37,Rear
2c918095593dd23601593e5231e9087d,Front,23,0.95,75,79,Front
2c9180a758e911f101593e34efdd3240,Right,72,0.49,56,114,Front
2c9180a758e911f101593e0df6e62fe1,Front,18,0.98,48,49,Front
2c9180a758e911f101593e34efdd3248,Rear,204,0.95,36,38,Rear
2c918095593dd23601593e5231e90882,Right,51,1.02,126,123,Front
2c9180a758e911f101593e50a0b233c7,Left,238,0.97,33,34,Rear
2c918095593dd23601593e24820d055a,Right,93,0.91,39,43,Front
2c9180a758e911f101593e6326fa357c,Rear,221,1.28,50,39,Rear
2c9180ac593dcaee01593e745e4c0ae3,Front,32,1.05,193,183,Front
2c9180ac593dcaee01593e745e4c0ae9,Right,53,1.1,169,153,Front
2c9180ac593dcaee01593e745e4c0ade,Rear,223,1.14,96,84,Rear
2c9180a758e911f101593e365032328c,Right,63,0.77,105,137,Front
2c918086593dca3101593e60abb90930,Right,72,0.43,70,164,Front
2c918086593dca3101593e60abb90928,Right,57,0.82,106,129,Front
2c9180ac593dcaee01593e4723f006f2,Left,258,0.47,28,60,Rear
2c9180ac593dcaee01593e4723f006fa,Right,85,0.36,30,83,Front
2c9180a758e911f101593e69d9653609,Right,68,0.63,46,73,Front
2c9180a758e911f101593e2869833175,Front,27,0.9,204,227,Front
2c9180a758e911f101593e286983318b,Right,108,1.06,33,31,Rear
2c9180ac593dcaee01593e4723f00707,Front,31,0.92,67,73,Front
2c9180a758e911f101593e2869833176,Front,25,0.97,156,161,Front
2c9180ac593dcaee01593e4723f006fb,Rear,213,0.98,53,54,Rear
2c9180a758e911f101593e69d9653618,Front,15,0.85,41,48,Front
2c9180ac593dcaee01593e4723f00701,Front,37,1.06,66,62,Front
2c918086593dca3101593e3f391b0718,Front,25,1.06,102,96,Front
2c9180a758e911f101593e5748003459,Front,19,0.52,37,71,Front
2c918095593dd23601593e86aa950cb7,Front,21,0.82,71,87,Front
2c918086593dca3101593e3b357606ad,Right,45,1.12,309,275,Front
2c918086593dca3101593e3b357606b5,Right,63,0.69,118,171,Front
2c9180ac593dcaee01593e79e3160b3b,Right,84,0.9,36,40,Front
2c9180ac593dcaee01593e79e3170b41,Right,89,0.88,35,40,Front
2c9180ac593dcaee01593e79e3160b34,Rear,132,1.33,56,42,Rear
2c918086593dca3101593e3b357606ac,Rear,204,1.04,54,52,Rear
2c918086593dca3101593e39ec67066b,Front,36,0.95,174,184,Front
2c9180ac593dcaee01593e52e2c907ff,Right,69,0.76,149,196,Front
2c9180a758e911f101593e6326fa3585,Right,83,1.08,42,39,Front
2c9180ac593dcaee01593e52e2c907f7,Rear,206,0.9,37,41,Rear
2c918095593dd23601593e52b29308b2,Front,5,0.95,59,62,Front
2c9180a758e911f101593e5b09b434c6,Right,67,0.67,191,283,Front
2c9180a758e911f101593e5b09b434c2,Front,13,0.82,40,49,Front
2c9180ac593dcaee01593dfd9289027b,Front,18,1.06,71,67,Front
2c918086593dca3101593e28a6420566,Rear,207,1.21,40,33,Rear
2c918086593dca3101593e6378f20976,Right,61,0.85,127,149,Front
2c9180ac593dcaee01593e30f50f0572,Right,72,0.95,70,74,Front
2c9180a758e911f101593e69d965361c,Right,68,0.55,87,158,Front
2c918095593dd23601593de4f4eb012d,Right,46,1.08,224,208,Front
2c918095593dd23601593de4f4eb0127,Right,71,0.71,239,336,Front
2c9180a758e911f101593de145b22c91,Left,256,0.67,38,57,Rear
2c9180ac593dcaee01593debb75c017d,Left,224,1.29,75,58,Rear
2c9180a758e911f101593de145b22c99,Rear,218,0.97,38,39,Rear
2c918095593dd23601593de4253e00ed,Rear,231,0.81,98,121,Rear
2c918095593dd23601593de4253e00e9,Front,47,0.97,129,133,Front
2c9180ac593dcaee01593e054ffa0310,Front,36,0.97,70,72,Front
2c9180ac593dcaee01593f0593331715,Rear,228,1.2,90,75,Rear
2c918095593dd23601593ecca6b813e0,Left,307,1.11,78,70,Front
2c9180ac593dcaee01593edbbe2f1439,Right,86,0.93,38,41,Front
2c918095593dd23601593ef3704d16ba,Front,19,0.91,43,47,Front
2c9180ac593dcaee01595de3b7873282,Left,246,0.61,36,59,Rear
2c918095593dd23601593ecca6b813dd,Front,20,1.08,81,75,Front
2c9180a758e911f101593e1d256630d9,Right,53,1.25,192,153,Front
2c918086593dca3101593e94f6730df0,Front,23,1.03,81,79,Front
2c918095593dd23601593e2d0b320643,Front,334,0.84,102,122,Front
2c9180a758e911f101593f5e24234a14,Rear,213,1.24,83,67,Rear
2c9180a758e911f101593f5e24234a17,Right,61,0.81,149,185,Front
2c918095593dd23601593f5af8601dec,Front,44,1.06,119,112,Front
2c9180ac593dcaee01593e1d73c90462,Front,24,0.97,63,65,Front
2c918095593dd23601593e2d0b32063b,Front,337,1.11,49,44,Front
2c918095593dd23601593f51ad781d54,Left,290,0.51,44,87,Front
2c918095593dd23601593f51ad781d52,Rear,203,0.9,37,41,Rear
2c9180a758e911f101593f3e407d47a8,Rear,201,0.95,37,39,Rear
2c918095593dd23601593e14803303ee,Left,307,0.54,40,74,Front
2c918086593dca3101593f7f52e020d4,Left,293,0.96,51,53,Left
2c918086593dca3101595dea3cba3e8c,Right,63,0.79,98,124,Front
2c918086593dca3101593e957e730e23,Right,68,0.67,64,95,Front
2c9180a758e911f101593e1e16483100,Rear,203,0.92,36,39,Rear
2c9180a758e911f101593e1e164830fd,Front,29,1.06,90,85,Front
2c918086593dca3101593e21deb804df,Left,254,0.74,40,54,Rear
2c918086593dca3101593e21deb804d5,Rear,214,1,62,62,Rear
2c9180ac593dcaee01593e252bd004c4,Front,39,1.03,74,72,Front
2c9180ac593dcaee01593e252bd004c9,Rear,216,1.05,40,38,Rear
2c9180ac593dcaee01593e252bd004ca,Right,58,0.78,53,68,Front
2c918095593dd23601593e0dbe17036e,Front,33,1.06,186,176,Front
2c9180ac593dcaee01593e2547a604d7,Left,232,1.06,66,62,Rear
2c9180ac593dcaee01593e2547a604d8,Rear,211,1,36,36,Rear
2c918095593dd23601595ddc649c3646,Right,50,1.11,91,82,Front
2c9180ac593dcaee01593e2547a604e3,Front,25,0.88,100,113,Front
2c9180ac593dcaee01593de50fbe0107,Right,88,0.54,68,126,Front
2c9180ac593dcaee01593f4628b41b94,Rear,212,1.2,36,30,Rear
2c9180a758e911f101593f3f334147c0,Rear,205,0.97,59,61,Rear
2c9180a758e911f101593f3f334147b9,Front,28,0.98,119,121,Front
2c9180ac593dcaee01593f4628b41b93,Right,49,1.02,127,125,Front
2c9180ac593dcaee01593f4628b41b8c,Right,73,0.62,82,133,Front
2c918095593dd23601593f3efd831c9e,Rear,222,1.13,81,72,Rear
2c918095593dd23601593f3efd831c9f,Right,65,0.84,217,258,Front
2c9180a758e911f101593e0e195f3001,Front,35,1.11,94,85,Front
2c918086593dca3101593e3071c805ce,Left,229,1,92,92,Rear
2c9180a758e911f101593e35ee59326d,Front,324,0.92,128,139,Front
2c9180a758e911f101593e35ee593274,Rear,222,1,34,34,Rear
2c9180a758e911f101593e35ee59327b,Left,299,0.54,88,162,Front
2c9180a758e911f101593e35ee593276,Left,259,0.46,32,69,Rear
2c9180ac593dcaee01593e3e7e090689,Front,53,1.38,54,39,Front
2c9180a758e911f101593e1e164830f8,Rear,241,0.88,90,102,Rear
2c9180ac593dcaee01593e3e7e09069d,Front,62,1.15,197,171,Front
2c918095593dd23601593f45d76b1cf1,Front,20,0.99,121,122,Front
2c9180a758e911f101593f30b3ec46a7,Left,252,0.8,39,49,Rear
2c9180a758e911f101593f30b3ec46ad,Left,247,0.69,37,54,Rear
2c918095593dd23601593f3dc8d31c5b,Right,60,0.9,165,184,Front
2c9180ac593dcaee01595deb6ceb3335,Left,254,0.75,41,55,Rear
2c918095593dd23601593f3dc8d31c5c,Front,19,0.99,91,92,Front
2c918095593dd23601593f5af8601df1,Left,250,0.56,29,52,Rear
2c918095593dd23601595ddc649c363e,Front,17,1.07,76,71,Front
2c918086593dca3101593ef500971623,Front,15,0.79,52,66,Front
2c9180ac593dcaee01593e15db7503df,Left,261,0.58,45,77,Rear
2c9180ac593dcaee01593e15db7503e4,Front,38,1,68,68,Front
2c9180ac593dcaee01593e15db7403cc,Rear,214,1.52,50,33,Rear
2c9180ac593dcaee01593e346fa505ce,Left,254,0.66,49,74,Rear
2c9180a758e911f101593f1e5f6b44d4,Rear,220,1.23,70,57,Rear
2c9180a758e911f101593f1e5f6b44db,Front,10,1,52,52,Front
2c9180ac593dcaee01593f20ec9f1962,Rear,206,1.04,49,47,Rear
2c918086593dca3101593f178ba01985,Left,236,1.1,57,52,Rear
2c918086593dca3101593dfe023d0257,Left,330,1.36,308,226,Front
2c918086593dca3101593dfe023d0259,Left,245,0.31,31,100,Rear
2c918086593dca3101593dfe023e0260,Rear,207,0.89,47,53,Rear
2c9180a758e911f101593efc22d54231,Front,31,1.08,114,106,Front
2c9180a758e911f101593f3f334147cd,Rear,205,0.78,32,41,Rear
2c9180ac593dcaee01593ebd99a111ce,Front,13,0.96,47,49,Front
2c918086593dca3101593dfa688a0223,Rear,231,0.98,150,153,Rear
2c9180ac593dcaee01593de43d8700ed,Front,27,0.95,91,96,Front
2c9180ac593dcaee01593f38dfed1ad7,Right,84,0.44,31,70,Front
2c918095593dd23601593eded1521542,Right,65,0.66,69,104,Front
2c9180a758e911f101593e68590935eb,Left,241,0.8,52,65,Rear
2c9180a758e911f101593e68590935e1,Left,252,0.66,61,92,Rear
2c9180a758e911f101593e68590935e4,Right,57,1.01,196,195,Front
2c9180a758e911f101593e68590935f4,Rear,214,0.98,53,54,Rear
2c9180a758e911f101593e68590935f1,Front,22,1.02,102,100,Front
2c9180ac593dcaee01593e7b05f70b6c,Right,72,0.72,128,178,Front
2c9180a758e911f101593e92f1323a03,Front,20,1.09,61,56,Front
2c9180ac593dcaee01593ee61b7714e6,Right,53,1.16,100,86,Front
2c9180ac593dcaee01593ee61b7714e3,Left,248,0.64,47,74,Rear
2c9180ac593dcaee01593ee61b7614e1,Rear,224,1,104,104,Rear
2c918086593dca3101593ea3c9fc0f27,Front,17,0.94,80,85,Front
2c918086593dca3101593ea3c9fc0f24,Left,252,0.66,57,86,Rear
2c918086593dca3101593ea3c9fb0f23,Left,256,0.56,41,73,Rear
2c918086593dca3101593ea3c9fb0f1a,Front,25,0.94,59,63,Front
2c9180ac593dcaee01595dd66295313a,Right,80,0.34,44,128,Front
2c918095593dd23601593f1e7cea1a18,Left,234,1.13,78,69,Rear
2c918095593dd23601593dfe88400297,Left,246,0.82,36,44,Rear
2c918086593dca3101593e3edea40707,Front,67,1.06,142,134,Front
2c918086593dca3101593e3edea4070e,Front,36,1.05,90,86,Front
2c918086593dca3101593f3edb0a1cb1,Rear,200,1.05,59,56,Rear
2c918086593dca3101593e9bd96a0e67,Front,11,0.97,62,64,Front
2c918095593dd23601593e510af50870,Right,65,0.68,30,44,Front
2c918086593dca3101593e7be9fa0b8e,Front,21,1.03,61,59,Front
2c9180a758e911f101593e28fcf4319c,Right,82,0.5,58,117,Front
2c918086593dca3101593e7be9fa0b92,Right,78,0.48,29,60,Front
2c9180a758e911f101593e28fcf531a5,Rear,228,1.12,37,33,Rear
2c9180a758e911f101593e28fcf531ae,Right,55,0.97,178,183,Front
2c918086593dca3101593e697ba409ca,Rear,241,0.98,85,87,Rear
2c9180ac593dcaee01593f3941e71adc,Rear,201,0.96,44,46,Rear
2c9180ac593dcaee01593f3941e71ae1,Right,63,0.87,177,204,Front
2c9180ac593dcaee01593f3941e71ae3,Rear,207,1.1,76,69,Rear
2c918086593dca3101593e697ba409c5,Right,46,1.21,269,222,Front
2c9180ac593dcaee01593e022ab402c9,Left,242,0.86,114,133,Rear
2c9180ac593dcaee01593e31f8e005b9,Right,69,0.84,161,192,Front
2c9180ac593dcaee01593e31f8e005b6,Rear,202,0.82,41,50,Rear
2c9180ac593dcaee01593e31f8e005a8,Left,242,1.13,54,48,Rear
2c9180ac593dcaee01593e022ab402dc,Right,79,0.68,54,80,Front
2c9180ac593dcaee01593e31f8e005a7,Front,35,1.76,229,130,Front
2c9180ac593dcaee01593f25cb651997,Front,10,0.97,67,69,Front
2c9180ac593dcaee01593e53f4e2082e,Rear,205,0.95,73,77,Rear
2c9180a758e911f101593e67f0c535cb,Right,62,0.81,141,175,Front
2c9180a758e911f101593e84778838c9,Front,21,1.1,44,40,Front
2c918086593dca3101595deb4d373ea9,Front,24,1.11,40,36,Front
2c9180a758e911f101593e8c20b33966,Right,78,0.46,57,123,Front
2c9180a758e911f101593e8c20b3396f,Front,32,1.09,124,114,Front
2c9180a758e911f101593f5f909a4a5a,Front,60,0.96,108,113,Front
2c918095593dd23601593e9327d30e51,Front,16,0.84,46,55,Front
2c918095593dd23601593e968a4b0ecf,Right,88,0.46,71,156,Front
2c918095593dd23601593e968a4b0ece,Left,283,1.14,56,49,Left
2c9180a758e911f101594c102a886443,Left,283,1.14,56,49,Left
2c9180a758e911f101593e70f136368f,Right,67,0.69,103,149,Front
2c918095593dd23601595dd002b835b1,Front,323,1.16,71,61,Front
2c918095593dd23601593e14fe7f040e,Left,297,0.85,45,53,Front
2c9180ac593dcaee01593ec633af129b,Left,252,0.69,36,52,Rear
2c9180ac593dcaee01593ec633af1296,Right,45,1.26,182,144,Front
2c9180ac593dcaee01593ec633af128d,Right,59,0.89,107,120,Front
2c9180ac593dcaee01593ec633af128b,Left,256,0.8,39,49,Rear
2c9180ac593dcaee01593e6134a108d5,Rear,238,0.94,100,106,Rear
2c918095593dd23601593e21bb330544,Left,228,1.13,158,140,Rear
2c918095593dd23601593e21bb32053e,Front,344,0.89,70,79,Front
2c9180ac593dcaee01593e6134a108dd,Rear,207,0.89,41,46,Rear
2c9180ac593dcaee01593e6134a108e2,Left,298,0.5,88,176,Front
2c9180a758e911f101593df418242da6,Front,27,0.96,72,75,Front
2c9180a758e911f101593f2f985d4658,Front,34,1.04,81,78,Front
2c918086593dca3101593ec7e84e120f,Right,53,1.04,146,141,Front
2c9180ac593dcaee01593e8d27640cee,Left,291,0.76,50,66,Front
2c918095593dd23601593e21108f04f0,Left,299,0.47,65,137,Front
2c9180ac593dcaee01593e18e62b041c,Right,56,1.01,227,225,Front
2c918086593dca3101593ec7e84e1208,Right,119,1.27,47,37,Right
2c9180ac593dcaee01593eb0551b10b8,Right,102,0.97,38,39,Right
2c918095593dd23601593eba97451179,Front,36,1.2,104,87,Front
2c918095593dd23601593eba97451181,Front,34,0.86,86,100,Front
2c918095593dd23601593eb0b78510c0,Left,254,0.66,38,58,Rear
2c918095593dd23601593eb0b78510be,Left,270,1,33,33,Left
2c918086593dca3101593e30a83005df,Rear,225,1.19,100,84,Rear
2c9180ac593dcaee01593e3e3fe30683,Right,73,0.34,34,100,Front
2c9180ac593dcaee01593e708e1d0a5e,Right,67,0.84,237,281,Front
2c9180a758e911f101593e20d9373122,Front,18,0.89,33,37,Front
2c918086593dca3101593e45918b0753,Left,237,0.9,104,116,Rear
2c918086593dca3101593e249a450511,Front,35,0.99,122,123,Front
2c9180a758e911f101593e85189938d9,Front,19,1.11,80,72,Front
2c9180ac593dcaee01593e994b1b0e4e,Rear,221,1.19,43,36,Rear
2c918095593dd23601593e6e02f00ac3,Front,325,1.28,73,57,Front
2c9180ac593dcaee01595dd66295312d,Front,316,1.37,86,63,Front
2c9180a758e911f101593e3a5db532b2,Right,76,0.45,63,139,Front
2c9180a758e911f101593e3450ac3229,Front,17,0.92,65,71,Front
2c918095593dd23601593f161dcf194a,Front,43,1.1,190,173,Front
2c9180a758e911f101593e4b7fd4338a,Rear,228,1.08,122,113,Rear
2c9180ac593dcaee01594bf23e543029,Rear,228,1.08,122,113,Rear
2c9180ac593dcaee01594c14528c31f8,Right,73,0.49,43,87,Front
2c9180ac593dcaee01593e9c20be0eeb,Right,73,0.49,43,87,Front
2c9180a758e911f101594bc4fb5061b2,Front,21,0.93,83,89,Front
2c918086593dca3101593e82b1960c45,Rear,209,1,35,35,Rear
2c9180ac593dcaee01594bee28343002,Rear,209,1,35,35,Rear
2c9180a758e911f101594bc4fb5061ab,Left,256,0.49,27,55,Rear
2c9180ac593dcaee01595dd27d3430c4,Left,256,0.49,27,55,Rear
2c9180ac593dcaee01594c14528c31f9,Left,247,0.88,35,40,Rear
2c918095593dd23601594b827c16336f,Front,19,0.89,41,46,Front
2c918095593dd23601594b827c163371,Left,252,0.49,23,47,Rear
2c918095593dd23601593f52d8a21d9f,Rear,227,1.13,45,40,Rear
2c9180a758e911f101594bc4fb5061a0,Rear,224,1.24,57,46,Rear
2c9180a758e911f101594bea6228624b,Front,25,0.81,82,101,Front
2c9180ac593dcaee01593e3f594406b5,Front,30,1.11,168,151,Front
2c918086593dca3101593e25945f053b,Rear,213,1.26,44,35,Rear
2c918095593dd23601593f43a6511ce1,Front,25,1.11,121,109,Front
2c9180a758e911f101593eed9da1414c,Front,14,1.05,69,66,Front
2c918086593dca3101593e21fab404ea,Left,241,0.87,103,119,Rear
2c918086593dca3101593e3b0813069f,Rear,214,0.98,61,62,Rear
2c918086593dca3101593e21fab404ef,Front,18,0.93,51,55,Front
2c9180a758e911f101594bfd33146311,Front,25,0.93,150,162,Front
2c9180ac593dcaee01593e392f3d0636,Left,229,1.23,49,40,Rear
2c918086593dca3101593df733ae020c,Right,80,0.61,51,83,Front
2c9180a758e911f101593f189319449c,Left,247,0.86,32,37,Rear
2c9180a758e911f101593f3958214755,Front,28,1.03,92,89,Front
2c918095593dd23601593e85ed780ca3,Rear,213,1.04,49,47,Rear
2c918095593dd23601594bf8c81035af,Rear,213,1.04,49,47,Rear
2c918086593dca3101594c09d8ff33a8,Left,265,0.34,21,61,Rear
2c918086593dca3101594c09d8ff33a9,Rear,204,1.21,40,33,Rear
2c9180ac593dcaee01593e64ff370939,Left,265,0.34,21,61,Front
2c9180ac593dcaee01593e64ff37093a,Rear,204,1.21,40,33,Rear
2c918095593dd23601593e85ed770c9c,Right,65,0.85,46,54,Front
2c9180a758e911f101593e6c23bd3645,Right,74,0.37,37,100,Front
2c918095593dd23601593f3e89a11c8f,Front,16,0.89,70,79,Front
2c918095593dd23601593f3e89a11c90,Left,233,0.97,65,67,Rear
2c918095593dd23601593e292c9005c5,Front,28,1.17,130,111,Front
2c918086593dca3101593deede78017e,Left,249,0.68,57,84,Rear
2c918095593dd23601593f3e89a11c92,Front,23,0.99,170,171,Front
2c9180a758e911f101593ea84b043bb3,Right,62,0.62,61,98,Front
2c9180ac593dcaee01595ddc4b5931de,Right,76,0.55,71,130,Front
2c9180ac593dcaee01593e7b5e2d0b79,Right,59,0.93,99,106,Front
2c9180ac593dcaee01595dd2e8c630e7,Right,73,0.54,154,285,Front
2c9180ac593dcaee01595dd2e8c630dc,Front,23,0.98,128,131,Front
2c9180a758e911f101593ea84b043bab,Rear,214,1.08,41,38,Rear
2c9180a758e911f101593efda3084287,Front,15,1.02,63,62,Front
2c918095593dd23601593f6e8e7b1eee,Left,257,0.82,37,45,Front
2c9180ac593dcaee01593e64ff370933,Right,70,0.45,100,222,Front
2c918086593dca3101594c09d8ff33a2,Right,70,0.45,100,222,Front
2c9180a758e911f101593e84778838cd,Front,27,0.94,101,108,Front
2c9180a758e911f101593e84778838cf,Rear,217,0.82,40,49,Rear
2c918084595dea3401595df36dd70042,Left,248,1.03,39,38,Rear
2c9180a758e911f101593f5e97c64a2e,Front,29,0.99,90,91,Front
2c9180ac593dcaee01593eb3d66110fa,Front,27,1.05,159,152,Front
2c9180a758e911f101593f5e97c64a26,Rear,210,1,59,59,Rear
2c9180a758e911f101593f5e97c64a29,Left,248,0.83,65,78,Rear
2c918086593dca3101593eb129af1013,Right,92,0.72,46,64,Rear
2c918086593dca3101593eb129af1014,Front,18,0.92,88,96,Front
2c9180a758e911f101593f5e97c64a21,Rear,156,1.18,53,45,Left
2c9180a758e911f101593f5a03f24977,Front,32,1.01,112,111,Front
2c918086593dca3101593eb129af1008,Front,20,1,80,80,Front
2c918095593dd23601593e86e57f0cce,Right,75,0.46,76,166,Front
2c918095593dd23601593e2ffd3d067a,Right,52,1.02,197,194,Front
2c918095593dd23601593e2ffd3d068a,Front,30,0.8,116,145,Front
2c918095593dd23601593e86e57f0ce2,Right,71,0.44,27,62,Front
2c9180ac593dcaee01593e8d8a430d14,Front,37,1.5,60,40,Right
2c9180ac593dcaee01593e8d8a430d10,Rear,224,0.86,56,65,Rear
2c9180a758e911f101593f4f077f48e5,Right,82,0.41,77,187,Front
2c9180a758e911f101593f4f077f48d8,Right,75,0.5,80,161,Front
2c918086593dca3101593e86652d0cb7,Left,253,0.55,35,64,Rear
2c918086593dca3101593edb0e3b134a,Front,34,1.01,89,88,Front
2c9180a758e911f101594bc49b59619f,Rear,224,0.48,41,85,Rear
2c9180ac593dcaee01593e6b575d09b9,Right,46,0.82,64,78,Front
2c918086593dca3101593edb0e3b1351,Right,70,0.65,100,153,Front
2c9180a758e911f101593e72e4af36f4,Left,261,0.45,27,60,Front
2c9180a758e911f101593e72e4af36f2,Right,59,0.74,209,281,Front
2c918086593dca3101593edb0e3b134c,Left,257,0.35,32,92,Rear
2c9180a758e911f101593e9a34e43a5b,Rear,221,1.19,64,54,Rear
2c918095593dd23601593e9007660e12,Front,37,0.93,87,94,Front
2c9180ac593dcaee01593e6879b9096b,Left,254,0.49,28,57,Rear
2c918095593dd23601593e9007660e14,Left,260,0.61,35,57,Rear
2c9180ac593dcaee01593e6879b90969,Front,62,1.2,405,338,Front
2c9180ac593dcaee01593e6879b90964,Rear,213,0.97,38,39,Rear
2c9180a758e911f101593e9a34e43a68,Right,77,0.43,43,101,Front
2c9180a758e911f101593e9a34e43a64,Rear,206,0.89,39,44,Rear
2c9180a758e911f101593e72e4af36de,Front,20,0.94,79,84,Front
2c9180a758e911f101593e72e4af36da,Rear,226,0.86,64,74,Rear
2c9180a758e911f101593e82275f3872,Rear,212,0.92,44,48,Rear
2c918086593dca3101593e5c418408f1,Front,35,1.06,73,69,Front
2c9180a758e911f101593e82275f386d,Front,37,0.93,62,67,Front
2c9180a758e911f101593e82275f386e,Right,59,0.77,79,102,Front
2c918086593dca3101593e7be9fa0b98,Right,69,0.75,104,138,Front
2c9180a758e911f101593e82275f3878,Left,246,0.51,47,93,Rear
2c918095593dd23601593e21a8690538,Right,65,0.6,102,171,Front
2c9180a758e911f101593e82275f3883,Right,70,0.67,159,236,Front
2c918086593dca3101593ebfcb591149,Rear,210,1.11,49,44,Rear
2c918086593dca3101593e7a0fe50b5c,Right,74,0.53,60,113,Front
2c918086593dca3101593e7a0fe50b60,Front,24,1.04,143,138,Front
2c9180a758e911f101593f5f909a4a4b,Rear,221,1.06,35,33,Rear
2c918095593dd23601593e968a4a0ebe,Front,24,1,130,130,Front
2c918086593dca3101593e9c043d0e79,Right,75,0.46,61,134,Front
2c918095593dd23601593e14fe7f0409,Front,59,1.06,195,184,Front
2c918086593dca3101593e9c043d0e70,Right,49,1.33,160,120,Front
2c9180ac593dcaee01593f17055c1863,Rear,229,1.11,39,35,Rear
2c9180a758e911f101593ebe9f153db8,Front,24,1,54,54,Front
2c918095593dd23601593e8d0b1e0dab,Right,75,0.49,67,138,Front
2c918095593dd23601593e8d0b1e0dae,Rear,216,1.39,46,33,Rear
2c918095593dd23601593e7d966e0bd8,Front,22,1.02,100,98,Front
2c918095593dd23601593eaeaa08106d,Left,303,1.11,122,110,Front
2c918095593dd23601593eaeaa081068,Front,31,0.83,85,103,Front
2c9180a758e911f101593ec735253e88,Left,278,0.93,50,54,Front
2c9180a758e911f101593ec735253e84,Right,74,0.51,48,94,Front
2c918095593dd23601593e86e57f0cf0,Right,47,1.32,87,66,Front
2c918095593dd23601593e86e57f0ced,Front,36,1.06,84,79,Front
2c9180a758e911f101593e7c846d37fd,Left,315,1.28,77,60,Front
2c9180ac593dcaee01593e6b575e09fd,Front,323,0.85,71,84,Front
2c9180ac593dcaee01593e6b575e09ee,Left,305,0.58,62,106,Front
2c9180a758e911f101593e46dfc63338,Front,28,1,100,100,Front
2c9180a758e911f101593e46dfc63332,Front,32,0.94,120,127,Front
2c918086593dca3101593e4b634d07d6,Left,251,0.52,28,54,Rear
2c9180a758e911f101594c1eac8764fa,Front,39,1.05,122,116,Front
2c9180a758e911f101594c1eac8764f5,Rear,222,1.22,72,59,Rear
2c9180a758e911f101593f4f07804901,Left,242,0.94,48,51,Rear
2c918086593dca3101593e86652d0cae,Front,29,0.95,154,162,Front
2c918086593dca3101593e86652d0cb3,Rear,218,0.94,62,66,Rear
2c918095593dd23601593e833d280c3b,Rear,221,1.05,68,65,Rear
2c9180ac593dcaee01595dd9ce2331ad,Front,17,1.09,84,77,Front
2c918095593dd23601594bdd14b634b2,Front,40,1.04,163,156,Front
2c918086593dca3101593e6ac2be09fd,Front,40,1.04,163,156,Front
